id,date,text
97,1760-06-10,I rambled this Afternoon with the Dr. over the Commons and amused  my self wit by clearing the Spring and  climbing the Ledges of Rocks thro the Apertures of  which the trees had large Trees had grown. But I spend too much  Time in these Walks these amusing Rambles. I should be more confined to my  Chamber. Should read and muse more. Running to Dr. to the Barn down to meals  and for Pipes and Coals and Tobacco &c. take up much of my Time. I have  grown habitually indolent and thoughtless. I have scarcely felt a glow a Pang  a Transport of Ambition since I left  Worcester since I left my school indeed for there the  tricks the prate and the Mischievous Tricks the perpetual invincible  Prate and the stupid Dulness of my scholars roused my Passions and with them  my Views and Impatience of Ambition. Let me Remember to keep my Chamber not  run Abroad. My Books naval Trade Coke  Andrews Locke Homer  should not Fields and Groves and Springs and Rocks should be the  Objects of my Attention. Law and not Poetry is to be the Business of my  Life.
98,1760-06-14,In my journey to  Abbington my Mind seemed to be confused with the Dust and Heat  and fatigue. I had not Spirit and Attention to to make any  Observations upon the Lands Corn Grass Grain Fences orchards Houses  c. I dined at Nortons where the two military Companies of  the Town were assembled to raise Voluntiers  Recruits but I had not Spirits to make Observations on the Landlord or Lady  or Officers or soldiers or House or any Thing. I eat Milk for Breakfast.   15    
99,1760-06-15,Let me Aim at Perspicuity and Correctness more than ornament in these  Papers.
100,1760-06-16,Arose before the sun. Now I am ignorant of the fortune my Future  Fortune what Business what Reputation I may get which is now far from my  Expectations. How many Actions shall I secure this Day? What new Client shall I  have? 6 Actions I found at Evening I had secured 6 Actions but not  one new Client that I know of.
101,1760-06-17,The office of a sheriff has Dangers and Temptations around it. Most of them  decline in Morals or Estate or both. Saml. Penniman is  one.   18    
102,1760-06-18,Read but little thought but little for the N.E. storm unstrung me.
103,1760-06-23,A long obstinate Tryal before Majr.  Crosby of the most litigious vexatious suit I think that ever I  heard. Such Disputes [  ] begin with ill humour and scurrilous language and End in a Boxing Bout or  a Law suit.
104,1760-06-24,Arose early a very beautiful Morning. Zab. seems to make  insufficient Distinctions between the Vowells. He  seems to swallow his own Voice. He neither sounds the Vowells nor Articulates distinctly. The story of Yesterdays  Tryal spreads. Salisbury told my Uncle and my Uncle  told Major Crosby Coll.  Quincy. They say I was saucy that I whipped the old Major &c.  that I ripped about the Law suits of this Town And of that House and that I  reminded the Majer of his oath to be of Council to  neither Party and to do justice equally between the Parties according to  Law.
105,1760-06-25,At one of the Clock we took our Mutton and Cyder  under the shade of a fine Tree and laid our Provisions on a large flat stone  which answered for Table Dish and Plate and then we dined expecting with much  Pleasure an easy sail Home before the Wind which then bread fresh at East.  After Diner we boarded and hoisted sail and sailed very pleasantly a Mile  when the Wind died away into a Clock Calm and left us to row against the Tide  and presently against the Wind too for that sprung up at south right a Head of  us and blew afresh. This was hard work. Doubtful what Course to steer whether  to  Nut Island or to  Half Moon or to  Hangmans Island or to  Sunken Island Coll.  Q. grew sick which determined us to go ashore at  Hangmans for that was the nearest. As soon as he set foot on  shore he vomited very heartily and then weak and faignt and spiritless he  crawled up to the Gunning House and wrapping his great Coat round him lay  down on the sea weed and slept while I rambled round the Island after Weeds  and flowers and stones and young Gulls and Gulls Eggs. 500 Gulls I suppose  hovered cawing and screaming over the Island for fear of their Eggs and Young  ones all the time we were there. When the Coll. [  ] awoke and found himself strengthened and inspirited we  rowed away under Half Moon and then hoisted sail and run home. So much for  the Day of Pleasure The fishing frolick the Water  frolick. We had none of the Pleasure of Angling very  little of the Pleasure of Sailing. We had much of the fatigue of Rowing and  some of the Vexation of Disappointment. However the Exercise and the Air and  smell of salt Water is wholesome.   26    
106,1760-06-26,Feel indifferently well after my yesterdays walk and sail. I have begun to  read the Spirit of Laws and have resolved to read that Work thro in order and with Attention. I have hit upon a  Project that will secure my Attention to it which is to write in the Margin a  sort of Index to every Paragraph.
107,1760-06-27,There is a set of People whose Glory Pride &c. it is to puzzle every  Man they meet with some Question in the Rule of three or fractions or some  other Branch of Arithmetic. Jed. Bass.  Moses French. Tom Peniman &c. &c.  Smith Richard Thayer &c.   27    
108,1760-07-01,Mr. Otis says there is no Limitation of Attachments. There  is no Proportion established between the Demand and the Quantity to  be attached so that a Villain may attach 20000 if he pleases as  security for 20 and take the whole into the Officers Custody.  Tho on second thought this cant be done without  Collusion between the Plaintiff and the officer for unless the officer is  malicious as well as the Plaintiff he will run the Risque for the Defendant of making a Common Service and  this is the Reason why there has been no Mischief made of the unlimited Power  of Attachment.
109,1760-07-03,Read pretty diligently in the Spirit of Laws. -- Hayden's  Consultation suggested the following Questions. Q. Is there any Method of  compelling a Grantor to give a new Deed when the Deed he has  executed before happens to be burned or lost?-Q. May an Agreement in Writing  without seal or by Parol only be given in Evidence against a Bond sealed and  delivered? After Confession of the Forfeiture of the Penalty any Special  Agreement may be given in Evidence.   28    
110,1760-07-05,Cowen and Young Thayer the Marketman are  full of White and Bowditch.  Cowen heard I tore Whites account all to  Pieces and Thayer thought that White had a  dirty Case. Few Justices Causes have been more famous than that. Isaac  Tyrrell [Tirrell] had the story too but he thought  Bowditch was to blame was abusive.
111,1760-07-06,Heard Mr. Mayhew of  Martha's Vineyard.
112,1760-07-09,Gould has got the story of White and  Bowditch.
113,1760-07-12,Yr. svt. J. Adams
114,1760-07-13,Her Intention was to complain against Jos. Ryford and  charge him before the justice with being the father of the Bastard Child  with which she is now pregnant. Now what Occasion for taking her  Examination upon Oath?-By the Province Law.  [  ]
115,1760-07-25,The jury gave a Verdict for Chambers in this Case.   36    
116,1760-07-26,This Bond has been at [least] once and an half if not  twice paid. The Case is this. About 15 Years ago the Plaintiffs sold a tract  [of] Land containing 30 Acres within such and such  Boundaries to one Tower for 750 and He together with the present  Defendants became jointly bound to the Plaintiffs in 10 different Bonds of  which this is one for the Payment of the Money. But in the Time of it a  suspicion arose that those Bounds did not include 30 Acres and least they  should not an Agreement was made and committed to Writing that the Land should  be surveyed and if it was found to fall short the Deficiency should be  deducted from some of these Bonds. Accordingly the Land was afterwards  surveyed and found to fall short 7 Acres and an half which at the  in Proportion of to the Price of the whole  amounted to about the Value of this Bond. All the other Bonds have been  discharged and taken up and this was set against the Deficiency of Land. But  Besides all this [  ] at least one half of it has been  paid another Way. For one of these [  ] Obligers carried  the Money to Hollis and had 1/2 of what was due upon every  Bond in his Hands callculated and paid him down his Money and  Hollis promised to indorse one half upon every Bond that was  left: yet this has never been indorsed and  Hollis has assurance enough to sue for this whole Bond. The  Defendants have been extreemely careless and  negligent. Sometimes they paid Money abroad and took no Receipts but relied  on his Honour   37      to indorse it when he went  home. They even left the Agreement that obliged him to make up the wanting  Land in Hollis's own Hands after the Land was surveyed they  left the Plan and survey in his Hands in short there has been the Utmost  Simplicity and Inattention on their Part in every Part of all these  Transactions and there have not been fewer Proofs of Artifice secresy and  Guile I must say Guile on the Part of Hollis for He always  avoided giving Receipts he never would suffer any 3d Person to be present  when he did Business. They sometimes would carry with them a  Neighbour [who] understood  Numbers better than they to calculate for them and see that they were not  injured but whenever they did so Hollis would never do any  Business with them and at last had the Assurance to tell them that he never  would do any Business with them if they brought any Body with them as long as  he lived. So that by one Artifice and another we have been led on to pay I  suppose 1500 for 750 and what is worse than all the rest the Deed he  gave is accidentally lost. Of this Hollis got a Hint and has  since sold it to another Person. This Hollis has  [  ] mortgaged this very Land to  Mr. Gouldthwat the Clerk of this  Court since he found We had lost our Deed. Yet he has the assurance to sue  this [Bond?]. We have offered him to relinquish his obligation  to make good the deficient Land and pay him the 1/2 of this Bond if he will  execute a new Deed of the Land but he cant do that. He has sold it.   38    
